model_name,metrics_path,output_dir,dataset_dir,created_at,row_count,train_rows,test_rows,epochs,batch_size,hidden,purpose,input_policy,test_accuracy,test_precision,test_recall,test_f1,top1_hit_rate,top3_hit_rate,top1_safe_rate,top3_safe_rate,top1_success_rate,top3_success_rate
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_v14_course3net_upperheuristic\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_v14_course3net_upperheuristic,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v14_course3net_upperheuristic,2026-06-21T23:42:32,27404,24516,2888,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.8365650969529086,0.9747042023663811,0.8535191139692747,0.9100952380952381,,,0.5483870967741935,1.0,,
20260621_support_map_cnn_v15_drift_guarded_holdout,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v15_drift_guarded_holdout\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v15_drift_guarded_holdout,,2026-06-22T00:15:55,28980,,,80,128,192,,,,,,,,,,,,
20260622_support_map_cnn_v16_drift_guarded_holdout,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_support_map_cnn_v16_drift_guarded_holdout\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_support_map_cnn_v16_drift_guarded_holdout,,2026-06-22T00:45:22,32132,,,80,128,192,,,,,,,,,,,,
20260622_wall_state_critic_v16_course3net_upperheuristic_603604,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_wall_state_critic_v16_course3net_upperheuristic_603604\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_wall_state_critic_v16_course3net_upperheuristic_603604,,2026-06-22T00:49:47,,,,90,128,192,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_pose_risk_net_candidate_metric_v16_course3net_upperheuristic_603604\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_pose_risk_net_candidate_metric_v16_course3net_upperheuristic_603604,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_negative_mining_wall_dataset_v16_course3net_upperheuristic_603604,2026-06-22T00:50:36,32132,25828,6304,100,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7898159898477157,0.9655307481394438,0.8109886494489226,0.8815377738042021,,,0.4420289855072464,0.8913043478260869,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_smoke_pose_risk_net_1000\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_smoke_pose_risk_net_1000,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_negative_mining_wall_dataset_v17_course3net_upperheuristic_605606,2026-06-22T10:00:42,34836,23359,11477,1,256,96,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.4296418924806134,0.9957142857142857,0.4278323395299895,0.5985034347399412,,,0.3835616438356164,0.9726027397260274,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_candidate_metric_v17_80ep_20260622_100955\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_candidate_metric_v17_80ep_20260622_100955,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_negative_mining_wall_dataset_v17_course3net_upperheuristic_605606,2026-06-22T10:12:34,34836,26828,8008,80,512,160,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7392607392607392,0.9520237264480111,0.7506189821182944,0.8394093216428242,,,0.6324582338902148,0.9761336515513126,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_candidate_metric_hardnegative_100955_80ep\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_candidate_metric_hardnegative_100955_80ep,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_3to4_hardnegative_20260622_100955_learning_dataset,2026-06-22T10:32:38,25471,20383,5088,80,512,160,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7352594339622641,0.9151214416296684,0.7741935483870968,0.8387791741472173,,,0.6508620689655172,0.9396551724137931,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_strictdrift_hardnegative_100955_100ep\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_strictdrift_hardnegative_100955_100ep,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_3to4_hardnegative_20260622_100955_learning_dataset,2026-06-22T13:53:01,25471,19915,5556,100,512,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7948164146868251,0.9278731262220291,0.840913565662532,0.8822557322867176,,,0.5962264150943396,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_velocity_strict_hardnegative_100955_90ep\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_poserisk_velocity_strict_hardnegative_100955_90ep,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_resume_3to4_hardnegative_20260622_100955_learning_dataset,2026-06-22T16:26:03,25471,17603,7868,90,512,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7829181494661922,0.9428390967945681,0.8160448271149379,0.8748717948717949,,,0.5172413793103449,0.9501915708812261,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_poserisk_v18b_recent_3to4_train\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_poserisk_v18b_recent_3to4_train,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_poserisk_v18b_recent_3to4_dataset,2026-06-22T22:39:20,64984,50600,14384,160,512,224,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7486790878754171,0.8621060171919771,0.8226950354609929,0.8419395741331818,,,0.6054181389870436,0.8598351001177856,,
20260622_supportmap_v19_recent_3to4_train,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_supportmap_v19_recent_3to4_train\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_supportmap_v19_recent_3to4_train,,2026-06-22T23:54:27,8741,,,90,96,192,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_debug_c11_stone_slot_cpu_retry_fixed\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_debug_c11_stone_slot_cpu_retry_fixed,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c11_flywheel_3to4_learning_dataset,2026-06-23T13:25:39,6498,5568,930,20,128,128,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.603225806451613,0.07571801566579635,0.6590909090909091,0.1358313817330211,0.15,0.35,,,,
20260623_supportmap_v20_structureaware_highcourse_train,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_supportmap_v20_structureaware_highcourse_train\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_supportmap_v20_structureaware_highcourse_train,,2026-06-23T13:38:14,8741,,,110,96,224,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_stone_slot_net\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_stone_slot_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_learning_dataset,2026-06-23T14:58:03,6498,4050,2448,80,128,128,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.7483660130718954,0.08974358974358974,0.2916666666666667,0.13725490196078433,0.2926829268292683,0.4146341463414634,,,,
20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_pose_ranker_structure,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_pose_ranker_structure\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_pose_ranker_structure,,2026-06-23T14:59:13,2639,,,70,128,192,,,,,,,,,,,,
20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_wall_state_critic,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_wall_state_critic\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c12_flywheel_3to4_wall_state_critic,,2026-06-23T14:59:36,,,,70,160,192,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
20260623_c12_supportmap_v21_roleweighted_train,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_c12_supportmap_v21_roleweighted_train\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_c12_supportmap_v21_roleweighted_train,,2026-06-23T15:03:06,2639,,,90,128,192,,,,,,,,,,,,
20260623_c12_supportmap_v22_seedcheck_train,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_c12_supportmap_v22_seedcheck_train\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260623_c12_supportmap_v22_seedcheck_train,,2026-06-23T15:10:08,2639,,,70,128,192,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_stone_slot_net\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_stone_slot_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_learning_dataset,2026-06-23T21:13:40,6498,3648,2850,80,128,128,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.7673684210526316,0.09369676320272573,0.2956989247311828,0.1423027166882277,0.11864406779661017,0.2542372881355932,,,,
20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_pose_ranker_structure,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_pose_ranker_structure\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_pose_ranker_structure,,2026-06-23T21:14:46,2639,,,70,128,192,,,,,,,,,,,,
20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_wall_state_critic,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_wall_state_critic\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c13_flywheel_3to4_wall_state_critic,,2026-06-23T21:15:09,,,,70,160,192,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
