index,source_kind,seed,volume,surface_area,bbox_x,bbox_y,bbox_z,elongation,flatness,sphericity,roughness,angularity,spike_score,compactness,stability_score,mass,cluster_id,cluster_label
266,subangular_block,801850256,0.00033397687845243047,0.025472171452925383,0.10536507156810074,0.09460075956696716,0.07488907649615043,1.1137867396668586,1.26321172583601,0.9138938525786198,0.1174900626446605,0.23093736739564188,0.16000000377518164,0.4474109781766143,1.6242396042641207,0.8683398839763192,8,angular_clast_3
267,course_block_clast,1005234358,0.0006217894693024694,0.037823598574646365,0.11974560058428832,0.10514821864562354,0.101525089656575,1.1388267164835355,1.0356870306768933,0.9314299256456781,0.07139544799585919,0.23189868206928216,0.13000000896008035,0.4864167198438986,1.1377973288222119,1.6166526201864204,9,compact_block_clast_6
268,compact_block_clast,1873562381,0.0004750656991664216,0.03159946131132721,0.09809492093426829,0.10670946759843783,0.09822138050806095,1.0864179168168,1.001289155163063,0.9317660772327929,0.061873001397863565,0.2317252831106389,0.0953210464353591,0.46205977898485506,1.01489903388428,1.235170817832696,5,compact_block_clast_4
269,wall_block_clast,1357985349,0.001209907924161203,0.06005127338783741,0.1673483159180414,0.13355882570478386,0.11056750511541616,1.2529933161283195,1.2079392183568596,0.9143871568752141,0.11867904054454179,0.2327258050452182,0.0668427730661536,0.48958812202246854,1.671741160268182,3.1457606028191276,7,elongated_clast
270,tie_bridge_clast,1307282681,0.0007008401012375473,0.04170899982025807,0.14461949335786706,0.0978814703633799,0.09775617483646776,1.4774961269071119,1.0012817147062243,0.9148157744370019,0.11228241142289935,0.23406867939271683,0.130000000081828,0.5064626509291222,1.3551038094577248,1.822184263217623,7,elongated_clast
271,equant_clast,1706011817,0.001128370575389358,0.05671626762881348,0.15376706438790547,0.13420878516236,0.11681010201521198,1.1457302456160727,1.1489484457849564,0.924153933438856,0.09409715697825266,0.23182114222642364,0.15000000014086612,0.4680875400536571,1.3977444558191496,2.9337634960123307,6,compact_block_clast_5
272,course_block_clast,424613128,0.0006418539007118757,0.038565826438433745,0.11593542941207022,0.10826218270973131,0.11240930268540385,1.0313686380257587,1.038306266065147,0.9330514783311148,0.06086941165394771,0.23197281715429355,0.130000003009084,0.4549262293935353,1.037457886382317,1.6688201418508768,9,compact_block_clast_6
273,chock_clast,513051254,0.0005775659980424509,0.0365320861630773,0.12872628002539038,0.10706650055193034,0.09345306464524537,1.2023021146838961,1.145671369455486,0.9180733831455663,0.1112799228850303,0.23227498550415407,0.1400022458595731,0.44842234228721295,1.4488089751506172,1.5016715949103725,3,angular_clast
274,interlock_block_clast,1507618686,0.0012434083845035235,0.06092978429589034,0.16773454529234066,0.13752452580479996,0.11551665704428986,1.2196700502019568,1.1905168425370216,0.9177625772386622,0.10746101620734054,0.23204033542286776,0.15000000049605156,0.4666233931603421,1.586513573812573,3.2328617997091613,6,compact_block_clast_5
275,cap_block_clast,426326416,0.001147455633273515,0.0572963292824067,0.1528329617776484,0.12288905214752588,0.13661885717946703,1.1186813074924349,1.111725208975156,0.9250841922870569,0.0883106311260521,0.23177352791200617,0.13000000271131817,0.4471930344786053,1.2790353523010327,2.983384646511139,6,compact_block_clast_5
